KQ_driver_id__c,controller_id__c,laptime_raw__c,driver_id__c,laptime__c,timestamp__c,KQ_lap_id__c,KQ_car_id__c,event_type__c,DataSource__c,personal_best__c,unix_time__c,lap_id__c,DataSourceObject__c,lap__c,car_id__c
,1,42838,88,0:42.838,12.06.2025 09:09:24,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749719364421,1749719364421,carrera_v2_lap_80687EFE,61,7
,1,7347,88,0:07.347,12.06.2025 09:18:52,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749719932842,1749719932842,carrera_v2_lap_80687EFE,62,7
,1,126274,88,2:06.274,12.06.2025 09:28:21,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749720501263,1749720501263,carrera_v2_lap_80687EFE,63,7
,1,8302,88,0:08.302,12.06.2025 09:37:49,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749721069684,1749721069684,carrera_v2_lap_80687EFE,64,7
,1,8558,88,0:08.558,12.06.2025 09:47:18,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749721638105,1749721638105,carrera_v2_lap_80687EFE,65,7
,1,6020,88,0:06.020,12.06.2025 09:56:46,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749722206526,1749722206526,carrera_v2_lap_80687EFE,66,7
,1,7329,88,0:07.329,12.06.2025 10:06:14,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749722774947,1749722774947,carrera_v2_lap_80687EFE,67,7
,1,4129,88,0:04.129,12.06.2025 10:15:43,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749723343368,1749723343368,carrera_v2_lap_80687EFE,68,7
,1,17810,88,0:17.810,12.06.2025 10:25:11,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749723911789,1749723911789,carrera_v2_lap_80687EFE,69,7
,1,38768,88,0:38.768,12.06.2025 10:34:40,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749724480210,1749724480210,carrera_v2_lap_80687EFE,70,7
,1,5492,88,0:05.492,12.06.2025 10:44:08,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749725048631,1749725048631,carrera_v2_lap_80687EFE,71,7
,1,8869,88,0:08.869,12.06.2025 10:53:37,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749725617052,1749725617052,carrera_v2_lap_80687EFE,72,7
,1,8377,88,0:08.377,12.06.2025 11:03:05,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749726185473,1749726185473,carrera_v2_lap_80687EFE,73,7
,1,8330,88,0:08.330,12.06.2025 11:12:33,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749726753894,1749726753894,carrera_v2_lap_80687EFE,74,7
,1,8767,88,0:08.767,12.06.2025 11:22:02,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749727322315,1749727322315,carrera_v2_lap_80687EFE,75,7
,1,6656,88,0:06.656,12.06.2025 11:31:30,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749727890736,1749727890736,carrera_v2_lap_80687EFE,76,7
,1,6488,88,0:06.488,12.06.2025 11:40:59,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749728459157,1749728459157,carrera_v2_lap_80687EFE,77,7
,1,6069,88,0:06.069,12.06.2025 11:50:27,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749729027578,1749729027578,carrera_v2_lap_80687EFE,78,7
,2,234,91,0:00.234,12.06.2025 08:59:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749718796000,1749718796000,carrera_v2_lap_80687EFE,79,5
,2,8371,91,0:08.371,12.06.2025 09:22:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749720146000,1749720146000,carrera_v2_lap_80687EFE,80,5
,2,8165,91,0:08.165,12.06.2025 09:44:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749721496000,1749721496000,carrera_v2_lap_80687EFE,81,5
,2,6714,91,0:06.714,12.06.2025 10:07:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749722846000,1749722846000,carrera_v2_lap_80687EFE,82,5
,2,9084,91,0:09.084,12.06.2025 10:29:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749724196000,1749724196000,carrera_v2_lap_80687EFE,83,5
,2,8624,91,0:08.624,12.06.2025 10:52:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749725546000,1749725546000,carrera_v2_lap_80687EFE,84,5
,2,9316,91,0:09.316,12.06.2025 11:14:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749726896000,1749726896000,carrera_v2_lap_80687EFE,85,5
,2,10000,91,0:10.000,12.06.2025 11:37:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749728246000,1749728246000,carrera_v2_lap_80687EFE,86,5
,1,1469,93,0:01.469,12.06.2025 08:59:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749718796000,1749718796000,carrera_v2_lap_80687EFE,87,8
,1,10000,93,0:10.000,12.06.2025 09:22:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749720146000,1749720146000,carrera_v2_lap_80687EFE,88,8
,1,23345,93,0:23.345,12.06.2025 09:44:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749721496000,1749721496000,carrera_v2_lap_80687EFE,89,8
,1,26935,93,0:26.935,12.06.2025 10:07:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749722846000,1749722846000,carrera_v2_lap_80687EFE,90,8
,1,26609,93,0:26.609,12.06.2025 10:29:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749724196000,1749724196000,carrera_v2_lap_80687EFE,91,8
,1,1090,93,0:01.090,12.06.2025 10:52:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749725546000,1749725546000,carrera_v2_lap_80687EFE,92,8
,1,8416,93,0:08.416,12.06.2025 11:14:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749726896000,1749726896000,carrera_v2_lap_80687EFE,93,8
,1,32690,93,0:32.690,12.06.2025 11:37:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749728246000,1749728246000,carrera_v2_lap_80687EFE,94,8
,2,142228,99,2:22.228,12.06.2025 08:59:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749718796000,1749718796000,carrera_v2_lap_80687EFE,95,7
,2,42276,99,0:42.276,12.06.2025 09:22:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749720146000,1749720146000,carrera_v2_lap_80687EFE,96,7
,2,10301,99,0:10.301,12.06.2025 09:44:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749721496000,1749721496000,carrera_v2_lap_80687EFE,97,7
,2,5623,99,0:05.623,12.06.2025 10:07:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749722846000,1749722846000,carrera_v2_lap_80687EFE,98,7
,2,138645,99,2:18.645,12.06.2025 10:29:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749724196000,1749724196000,carrera_v2_lap_80687EFE,99,7
,2,22304,99,0:22.304,12.06.2025 10:52:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749725546000,1749725546000,carrera_v2_lap_80687EFE,100,7
,2,4160,99,0:04.160,12.06.2025 11:14:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749726896000,1749726896000,carrera_v2_lap_80687EFE,101,7
,2,5956,99,0:05.956,12.06.2025 11:37:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749728246000,1749728246000,carrera_v2_lap_80687EFE,102,7
,1,6722,31,0:06.722,12.06.2025 08:59:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749718796000,1749718796000,carrera_v2_lap_80687EFE,103,3
,1,5977,31,0:05.977,12.06.2025 09:22:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749720146000,1749720146000,carrera_v2_lap_80687EFE,104,3
,1,26833,31,0:26.833,12.06.2025 09:44:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749721496000,1749721496000,carrera_v2_lap_80687EFE,105,3
,1,6719,31,0:06.719,12.06.2025 10:07:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749722846000,1749722846000,carrera_v2_lap_80687EFE,106,3
,1,7660,31,0:07.660,12.06.2025 10:29:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749724196000,1749724196000,carrera_v2_lap_80687EFE,107,3
,1,76037,31,1:16.037,12.06.2025 10:52:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749725546000,1749725546000,carrera_v2_lap_80687EFE,108,3
,1,6260,31,0:06.260,12.06.2025 11:14:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749726896000,1749726896000,carrera_v2_lap_80687EFE,109,3
,1,8064,31,0:08.064,12.06.2025 11:37:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749728246000,1749728246000,carrera_v2_lap_80687EFE,110,3
,2,6842,124,0:06.842,12.06.2025 08:59:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749718796000,1749718796000,carrera_v2_lap_80687EFE,111,2
,2,7525,124,0:07.525,12.06.2025 09:22:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749720146000,1749720146000,carrera_v2_lap_80687EFE,112,2
,2,7853,124,0:07.853,12.06.2025 09:44:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749721496000,1749721496000,carrera_v2_lap_80687EFE,113,2
,2,6121,124,0:06.121,12.06.2025 10:07:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749722846000,1749722846000,carrera_v2_lap_80687EFE,114,2
,2,6500,124,0:06.500,12.06.2025 10:29:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749724196000,1749724196000,carrera_v2_lap_80687EFE,115,2
,2,6929,124,0:06.929,12.06.2025 10:52:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749725546000,1749725546000,carrera_v2_lap_80687EFE,116,2
,2,7361,124,0:07.361,12.06.2025 11:14:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749726896000,1749726896000,carrera_v2_lap_80687EFE,117,2
,2,7074,124,0:07.074,12.06.2025 11:37:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749728246000,1749728246000,carrera_v2_lap_80687EFE,118,2
,1,39476,65,0:39.476,12.06.2025 08:59:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749718796000,1749718796000,carrera_v2_lap_80687EFE,119,6
,1,468,65,0:00.468,12.06.2025 09:22:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749720146000,1749720146000,carrera_v2_lap_80687EFE,120,6
,1,5683,65,0:05.683,12.06.2025 09:44:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749721496000,1749721496000,carrera_v2_lap_80687EFE,121,6
,1,75715,65,1:15.715,12.06.2025 10:07:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749722846000,1749722846000,carrera_v2_lap_80687EFE,122,6
,1,10000,65,0:10.000,12.06.2025 10:29:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749724196000,1749724196000,carrera_v2_lap_80687EFE,123,6
,1,10000,65,0:10.000,12.06.2025 10:52:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749725546000,1749725546000,carrera_v2_lap_80687EFE,124,6
,1,2881,65,0:02.881,12.06.2025 11:14:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749726896000,1749726896000,carrera_v2_lap_80687EFE,125,6
,1,9283,65,0:09.283,12.06.2025 11:37:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749728246000,1749728246000,carrera_v2_lap_80687EFE,126,6
,2,7058,66,0:07.058,12.06.2025 08:59:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749718796000,1749718796000,carrera_v2_lap_80687EFE,127,2
,2,6384,66,0:06.384,12.06.2025 09:22:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749720146000,1749720146000,carrera_v2_lap_80687EFE,128,2
,2,6563,66,0:06.563,12.06.2025 09:44:56,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1749721496000,1749721496000,carrera_v2_lap_80687EFE,129,2
