KQ_driver_id__c,controller_id__c,laptime_raw__c,driver_id__c,laptime__c,timestamp__c,KQ_lap_id__c,KQ_car_id__c,event_type__c,DataSource__c,personal_best__c,unix_time__c,lap_id__c,DataSourceObject__c,lap__c,car_id__c
,1,1339,10,0:01.339,07.05.2025 09:37:21,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746603440513,1746603440513,carrera_v2_lap_80687EFE,56,2
,1,2586,10,0:02.586,07.05.2025 09:37:23,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746603443092,1746603443092,carrera_v2_lap_80687EFE,57,2
,1,145182,2,2:25.182,06.05.2025 16:45:28,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746535527733,1746535527733,carrera_v2_lap_80687EFE,32,1
,1,421,2,0:00.421,06.05.2025 16:45:28,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746535528210,1746535528210,carrera_v2_lap_80687EFE,33,1
,2,5581,129,0:05.581,27.05.2025 18:08:28,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362107762,1748362107762,carrera_v2_lap_80687EFE,528,4
,1,5284,112,0:05.284,27.05.2025 18:08:28,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362108001,1748362108001,carrera_v2_lap_80687EFE,470,7
,1,5107,112,0:05.107,27.05.2025 18:08:33,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362113161,1748362113161,carrera_v2_lap_80687EFE,471,7
,2,10044,129,0:10.044,27.05.2025 18:08:38,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362117782,1748362117782,carrera_v2_lap_80687EFE,529,4
,1,8545,112,0:08.545,27.05.2025 18:08:42,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362121621,1748362121621,carrera_v2_lap_80687EFE,472,7
,2,5807,129,0:05.807,27.05.2025 18:08:44,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362123602,1748362123602,carrera_v2_lap_80687EFE,530,4
,1,5337,112,0:05.337,27.05.2025 18:08:47,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362126962,1748362126962,carrera_v2_lap_80687EFE,473,7
,2,6110,129,0:06.110,27.05.2025 18:08:50,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362129603,1748362129603,carrera_v2_lap_80687EFE,531,4
,1,5193,112,0:05.193,27.05.2025 18:08:52,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362132121,1748362132121,carrera_v2_lap_80687EFE,474,7
,2,5332,129,0:05.332,27.05.2025 18:08:55,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362135002,1748362135002,carrera_v2_lap_80687EFE,532,4
,2,6405,112,0:06.405,27.05.2025 16:59:58,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357997895,1748357997895,carrera_v2_lap_80687EFE,433,7
,2,8748,112,0:08.748,27.05.2025 17:00:07,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748358006657,1748358006657,carrera_v2_lap_80687EFE,434,7
,2,895,112,0:00.895,27.05.2025 17:00:07,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748358007495,1748358007495,carrera_v2_lap_80687EFE,435,7
,2,9658,112,0:09.658,27.05.2025 17:00:17,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748358017158,1748358017158,carrera_v2_lap_80687EFE,436,7
,1,28829,113,0:28.829,27.05.2025 17:00:21,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748358021416,1748358021416,carrera_v2_lap_80687EFE,386,7
,2,8212,112,0:08.212,27.05.2025 17:00:25,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748358025315,1748358025315,carrera_v2_lap_80687EFE,437,7
,1,1047353,10,17:27.353,07.05.2025 09:51:22,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746604282104,1746604282104,carrera_v2_lap_80687EFE,61,2
,1,688,10,0:00.688,07.05.2025 09:51:23,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746604282820,1746604282820,carrera_v2_lap_80687EFE,62,2
,1,2040,10,0:02.040,07.05.2025 09:51:25,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746604284742,1746604284742,carrera_v2_lap_80687EFE,63,2
,2,48575,42,0:48.575,26.05.2025 16:19:55,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748269194794,1748269194794,carrera_v2_lap_80687EFE,7,7
,2,2198,42,0:02.198,26.05.2025 16:19:57,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748269197455,1748269197455,carrera_v2_lap_80687EFE,8,7
,2,579961,129,09:39:96,07.05.2025 11:17:13,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746609432729,1746609432729,carrera_v2_lap_80687EFE,80,123
,2,579961,129,09:39:96,07.05.2025 11:18:03,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746609483350,1746609483350,carrera_v2_lap_80687EFE,80,123
,2,6067,42,0:06.067,14.05.2025 18:13:01,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747239181458,1747239181458,carrera_v2_lap_80687EFE,1201,7
,1,7216,102,0:07.216,14.05.2025 18:13:02,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747239181818,1747239181818,carrera_v2_lap_80687EFE,1473,3
,1,6742,102,0:06.742,14.05.2025 18:13:09,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747239188539,1747239188539,carrera_v2_lap_80687EFE,1474,3
,2,7578,42,0:07.578,14.05.2025 18:13:09,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747239189018,1747239189018,carrera_v2_lap_80687EFE,1202,7
,1,7168,102,0:07.168,14.05.2025 18:13:16,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747239195740,1747239195740,carrera_v2_lap_80687EFE,1475,3
,2,6874,42,0:06.874,14.05.2025 18:13:16,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747239195860,1747239195860,carrera_v2_lap_80687EFE,1203,7
,1,6142,102,0:06.142,14.05.2025 18:13:22,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747239201920,1747239201920,carrera_v2_lap_80687EFE,1476,3
,2,7575,42,0:07.575,14.05.2025 18:13:23,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747239203420,1747239203420,carrera_v2_lap_80687EFE,1204,7
,1,5826,112,0:05.826,27.05.2025 18:09:27,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362166988,1748362166988,carrera_v2_lap_80687EFE,479,7
,2,10943,129,0:10.943,27.05.2025 18:09:32,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362171663,1748362171663,carrera_v2_lap_80687EFE,536,4
,1,7740,112,0:07.740,27.05.2025 18:09:35,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362174723,1748362174723,carrera_v2_lap_80687EFE,480,7
,2,5320,129,0:05.320,27.05.2025 18:09:37,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362177003,1748362177003,carrera_v2_lap_80687EFE,537,4
,1,5172,112,0:05.172,27.05.2025 18:09:40,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362179883,1748362179883,carrera_v2_lap_80687EFE,481,7
,2,579961,129,09:39:96,06.08.2025 16:51:33,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1754491893041,1754491893041,carrera_v2_lap_80687EFE,75,123
,2,100006,129,01:40:00,06.05.2025 22:05:51,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746561950894,1746561950894,carrera_v2_lap_80687EFE,40,123
,2,579961,129,09:39:96,08.05.2025 12:07:11,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746698830559,1746698830559,carrera_v2_lap_80687EFE,20,123
,1,39368,14,0:39.368,13.05.2025 17:39:17,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747150756886,1747150756886,carrera_v2_lap_80687EFE,136,3
,1,8341,14,0:08.341,13.05.2025 17:39:25,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747150765225,1747150765225,carrera_v2_lap_80687EFE,137,3
,2,7296,112,0:07.296,27.05.2025 16:54:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357666031,1748357666031,carrera_v2_lap_80687EFE,394,7
,1,7536,113,0:07.536,27.05.2025 16:54:26,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357666271,1748357666271,carrera_v2_lap_80687EFE,351,3
,2,4988,112,0:04.988,27.05.2025 16:54:31,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357671012,1748357671012,carrera_v2_lap_80687EFE,395,7
,1,5148,113,0:05.148,27.05.2025 16:54:31,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357671491,1748357671491,carrera_v2_lap_80687EFE,352,3
,2,4962,112,0:04.962,27.05.2025 16:54:36,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357675992,1748357675992,carrera_v2_lap_80687EFE,396,7
,1,5150,113,0:05.150,27.05.2025 16:54:37,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357676591,1748357676591,carrera_v2_lap_80687EFE,353,3
,2,5724,112,0:05.724,27.05.2025 16:54:42,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357681632,1748357681632,carrera_v2_lap_80687EFE,397,7
,1,5291,113,0:05.291,27.05.2025 16:54:42,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357681871,1748357681871,carrera_v2_lap_80687EFE,354,3
,1,9937,113,0:09.937,27.05.2025 16:54:52,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357691832,1748357691832,carrera_v2_lap_80687EFE,355,3
,2,11683,112,0:11.683,27.05.2025 16:54:53,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357693272,1748357693272,carrera_v2_lap_80687EFE,398,7
,1,80770,13,1:20.770,07.05.2025 10:40:22,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746607222124,1746607222124,carrera_v2_lap_80687EFE,78,4
,1,2341,13,0:02.341,07.05.2025 10:40:24,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746607224462,1746607224462,carrera_v2_lap_80687EFE,79,4
,1,47123,9,0:47.123,07.05.2025 09:36:27,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746603387440,1746603387440,carrera_v2_lap_80687EFE,51,1
,1,637,9,0:00.637,07.05.2025 09:36:28,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746603388045,1746603388045,carrera_v2_lap_80687EFE,52,1
,1,2370,9,0:02.370,07.05.2025 09:36:30,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746603390377,1746603390377,carrera_v2_lap_80687EFE,53,1
,1,713,9,0:00.713,07.05.2025 09:36:31,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746603391219,1746603391219,carrera_v2_lap_80687EFE,54,1
,2,579961,129,09:39:96,08.05.2025 11:40:10,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746697209776,1746697209776,carrera_v2_lap_80687EFE,20,123
,1,21946,102,0:21.946,14.05.2025 17:58:03,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238282635,1747238282635,carrera_v2_lap_80687EFE,1439,3
,2,37318,42,0:37.318,14.05.2025 17:58:16,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238295834,1747238295834,carrera_v2_lap_80687EFE,1164,7
,1,693114,15,11:33.114,13.05.2025 17:36:19,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747150579283,1747150579283,carrera_v2_lap_80687EFE,112,3
,2,167748,42,2:47.748,14.05.2025 18:06:12,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238772426,1747238772426,carrera_v2_lap_80687EFE,1172,7
,2,579961,129,09:39:96,06.05.2025 15:14:37,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746537277104,1746537277104,carrera_v2_lap_80687EFE,75,123
,1,41109,102,0:41.109,14.05.2025 17:39:58,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747237197889,1747237197889,carrera_v2_lap_80687EFE,1427,3
,1,5507,102,0:05.507,14.05.2025 17:40:03,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747237203348,1747237203348,carrera_v2_lap_80687EFE,1428,3
,1,8286,102,0:08.286,14.05.2025 17:40:12,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747237211629,1747237211629,carrera_v2_lap_80687EFE,1429,3
,2,23781,42,0:23.781,14.05.2025 17:40:14,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747237213850,1747237213850,carrera_v2_lap_80687EFE,1145,7
,1,7295,112,0:07.295,27.05.2025 18:08:59,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362139382,1748362139382,carrera_v2_lap_80687EFE,475,7
,2,5747,129,0:05.747,27.05.2025 18:09:01,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362140763,1748362140763,carrera_v2_lap_80687EFE,533,4
,1,5419,112,0:05.419,27.05.2025 18:09:05,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362144782,1748362144782,carrera_v2_lap_80687EFE,476,7
,2,6504,129,0:06.504,27.05.2025 18:09:07,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362147182,1748362147182,carrera_v2_lap_80687EFE,534,4
,1,5256,112,0:05.256,27.05.2025 18:09:10,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362150002,1748362150002,carrera_v2_lap_80687EFE,477,7
,2,13584,129,0:13.584,27.05.2025 18:09:21,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362160682,1748362160682,carrera_v2_lap_80687EFE,535,4
,1,11191,112,0:11.191,27.05.2025 18:09:21,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748362161164,1748362161164,carrera_v2_lap_80687EFE,478,7
,1,9337,113,0:09.337,27.05.2025 16:57:33,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357852994,1748357852994,carrera_v2_lap_80687EFE,374,3
,2,30996,112,0:30.996,27.05.2025 16:57:34,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357853593,1748357853593,carrera_v2_lap_80687EFE,420,7
,1,12111,113,0:12.111,27.05.2025 16:57:45,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357865056,1748357865056,carrera_v2_lap_80687EFE,375,3
,2,12718,112,0:12.718,27.05.2025 16:57:46,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748357866254,1748357866254,carrera_v2_lap_80687EFE,421,7
,2,100005,129,01:40:00,06.05.2025 20:59:39,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746557979339,1746557979339,carrera_v2_lap_80687EFE,77,123
,2,244342,42,4:04.342,14.05.2025 18:02:48,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238567939,1747238567939,carrera_v2_lap_80687EFE,1167,7
,2,6065,42,0:06.065,14.05.2025 18:02:54,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238573999,1747238573999,carrera_v2_lap_80687EFE,1168,7
,2,579961,129,09:39:96,06.05.2025 15:28:48,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746538128150,1746538128150,carrera_v2_lap_80687EFE,77,123
,1,5840,102,0:05.840,14.05.2025 18:15:29,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747239328946,1747239328946,carrera_v2_lap_80687EFE,1491,3
,2,579961,129,09:39:96,08.05.2025 11:02:14,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746694933574,1746694933574,carrera_v2_lap_80687EFE,20,123
,1,22716,102,0:22.716,14.05.2025 18:08:10,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238889971,1747238889971,carrera_v2_lap_80687EFE,1445,3
,2,30116,42,0:30.116,14.05.2025 18:08:10,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238890332,1747238890332,carrera_v2_lap_80687EFE,1177,7
,2,14395,42,0:14.395,14.05.2025 18:08:25,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238904611,1747238904611,carrera_v2_lap_80687EFE,1178,7
,2,579961,129,09:39:96,07.05.2025 16:59:31,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746629970676,1746629970676,carrera_v2_lap_80687EFE,60,123
,1,6198,15,0:06.198,13.05.2025 17:38:31,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747150711405,1747150711405,carrera_v2_lap_80687EFE,134,3
,1,6270,15,0:06.270,13.05.2025 17:38:38,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747150717764,1747150717764,carrera_v2_lap_80687EFE,135,3
,2,34613,42,0:34.613,14.05.2025 17:56:36,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238196470,1747238196470,carrera_v2_lap_80687EFE,1157,7
,2,7951,42,0:07.951,14.05.2025 17:56:44,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238204390,1747238204390,carrera_v2_lap_80687EFE,1158,7
,2,10432,42,0:10.432,14.05.2025 17:57:28,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238248074,1747238248074,carrera_v2_lap_80687EFE,1162,7
,1,10772,102,0:10.772,14.05.2025 17:57:28,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238248193,1747238248193,carrera_v2_lap_80687EFE,1437,3
,2,10531,42,0:10.531,14.05.2025 17:57:39,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238258511,1747238258511,carrera_v2_lap_80687EFE,1163,7
,1,12674,102,0:12.674,14.05.2025 17:57:41,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747238260792,1747238260792,carrera_v2_lap_80687EFE,1438,3
,2,100006,129,01:40:00,06.05.2025 21:06:35,,,browser.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1746558394515,1746558394515,carrera_v2_lap_80687EFE,77,123
,1,6996,15,0:06.996,13.05.2025 17:20:01,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747149601081,1747149601081,carrera_v2_lap_80687EFE,94,6
,1,6550,15,0:06.550,13.05.2025 17:20:08,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747149607563,1747149607563,carrera_v2_lap_80687EFE,95,6
,1,6697,15,0:06.697,13.05.2025 17:20:14,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747149614282,1747149614282,carrera_v2_lap_80687EFE,96,6
,1,6538,15,0:06.538,13.05.2025 17:20:21,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1747149620824,1747149620824,carrera_v2_lap_80687EFE,97,6
,1,13068,112,0:13.068,27.05.2025 18:06:12,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748361971919,1748361971919,carrera_v2_lap_80687EFE,452,7
,2,6357,129,0:06.357,27.05.2025 18:06:12,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748361972037,1748361972037,carrera_v2_lap_80687EFE,511,4
,2,6356,129,0:06.356,27.05.2025 18:06:18,,,ui.lap_update,carrera_v2_6b799dd9_992f_4f07_bcd0_a3815b27c6ec,,1748361978278,1748361978278,carrera_v2_lap_80687EFE,512,4
